timestamp,Unnamed: 0,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status
2018-05-24 12:30:00,77070,2.48507,48.65451,52.38715,44.2708320617676,629.8611,81.16247,13.56337,16.16753,15.29224,15.010129999999998,41.39616,38.26307,34.43934,2.305723,418.9704,,467.3002,481.0645,2.721088,664.3649,396.557,874.5036,534.1893,974.7124,620.9915,718.4435,772.3784,452.4277,1088.911,741.5382,661.574,965.6249,906.0792,492.3116,162.2966,363.0373,259.1823,105.2017,52.34375,39.0625,58.85416,38.02083,37.76041,42.1875,40.50926,42.245368957519496,42.53472,54.1088,79.86111,52.662040000000005,196.4699,213.831,0.0
2018-05-24 12:31:00,77071,2.495891,48.65451,52.47396,44.2708320617676,631.1343,81.95132,13.317420000000002,16.16753,15.5816,15.08247,42.10108,38.43775,34.19818,2.355794,418.443,,463.483,476.8583,2.693889,667.5715,399.5544,883.5488,534.9847,983.0702,630.8823,720.9069999999999,779.0508,474.3492,1096.743,756.6266,690.7407,1034.896,942.9807,487.359,164.2922,357.6858,263.7088,122.5784,51.30208,40.625,65.625,37.76041,37.5,42.1875,40.798610687255895,41.95602,42.24537,53.81944,79.57176,52.37268,192.9977,209.4907,0.0
2018-05-24 12:32:00,77072,2.48507,48.61111,52.38715,44.2708320617676,631.4814,81.74575,13.317420000000002,16.124129999999997,15.22714,15.08247,42.811890000000005,38.68607,35.1363,2.333589,422.6856,,455.0478,466.6606,2.5790580000000003,663.9871,398.3304,883.1213,530.0085,975.9995,626.7543,716.2201,778.1275,444.1426,1081.743,735.7376,648.6111,971.8749,876.6441,510.2037,166.4538,351.5069,272.7132,107.7004,50.52083,42.70833,74.21875,37.5,37.76041,43.22916,41.08796,41.66667,42.53472,53.24074,79.28241,52.37268,191.2616,202.5463,0.0
2018-05-24 12:33:00,77073,2.4939240000000003,48.61111,52.38715,44.2708320617676,640.625,84.00038,13.288479999999998,16.06626,15.07523,15.05353,43.43171,39.03152,35.29544,2.371899,419.701,,460.6162,471.4745,2.607387,665.0094,398.5292,884.204,532.828,982.6969,628.8735,721.5571,782.9509,471.5403,1097.606,759.1892,673.6111,995.8333,914.6351,506.5802,165.80599999999998,366.5907,260.42400000000004,109.9174,50.52083,42.96875,78.38541,36.97916,38.80208,45.3125,41.66667,41.08796,43.11343,52.37268,79.86111,52.08333,189.8148,195.6019,0.0
2018-05-24 12:34:00,77074,2.48507,48.61111,52.47396,44.2708320617676,627.0833,81.63623,13.46933,16.13136,15.45139,15.05353,43.40348,38.55071,34.5582,2.348612,417.9364,,465.5288,465.9322,2.564921,666.7548,398.7445,875.1171,533.5052,982.2344,630.1086,724.3969,784.1422,483.8693,1105.147,751.9636,711.1111,999.4791,913.1879,497.8730000000001,167.6218,365.0524,266.1667,95.4306,50.78125,42.96875,78.64583,36.97916,39.32291,46.09375,41.66667,40.79861,43.40278,51.21528,80.72916,52.08333,189.2361,189.8148,0.0
2018-05-24 12:35:00,77075,2.489989,48.69791,52.47396,44.2708320617676,634.2593,82.8882,13.34635,16.16753,15.03906,15.08247,45.605340000000005,39.10459,34.26859,2.366095,419.959,,465.059,480.6936,2.765762,667.6339,399.3311,878.3412,533.1942,977.6064,625.1578,721.556,776.5222,446.1182,1080.4,706.0212,667.5926,972.3958,865.7828,502.9348,168.5573,355.9018,259.5157,102.6639,51.82291,41.92708,78.64583,36.97916,39.58333,47.13541,41.95602,40.798610687255895,43.98148,50.34722,81.59722,51.79398,188.6574,187.7894,0.0
2018-05-24 12:36:00,77076,2.489989,48.61111,52.47396,44.27083,639.9305,84.17409,13.35359,16.13136,15.53096,15.08247,45.48808,40.16118,34.105140000000006,2.391151,417.81,,436.2669,433.854,2.236839,639.077,394.5453,871.7180000000001,522.888,966.6022,615.1487,698.2461,761.5289,444.3467,1094.329,726.9372,644.4445,994.2708,892.2153,510.4997,171.3349,368.625,263.5075,113.084,52.34375,40.625,75.52083,37.5,39.5833320617676,47.39583,41.95602,40.79861,44.56018,49.189820000000005,83.04398,52.08333,187.7894,186.6319,0.0
2018-05-24 12:37:00,77077,2.486053,48.65451,52.38715,44.22743,636.3426,85.5778,13.35359,16.124129999999997,15.11863,15.11863,48.49743,40.5394,33.51831,2.445986,419.2023,,465.0122,440.7678,2.301464,661.6358,397.3305,878.8311,532.2658,973.8721,624.2891,714.3256,780.0487,441.3862,1093.72,721.7015,681.4814,1007.812,872.4785,498.2157,171.3825,383.2951,269.2021,141.5144,52.08333,39.58333,70.3125,38.02083,39.58333,47.91666,42.24537,41.08796,44.849540000000005,48.32176,84.49074,52.08333,186.6319,186.9213,0.0
2018-05-24 12:38:00,77078,2.49294,48.65451,52.47396,44.2274284362793,623.6111,87.53184,13.35359,16.16753,15.18374,15.05353,49.33069,40.28782,32.49038,2.541313,420.6311,,464.9124,432.1277,2.233939,653.9988,400.2043,869.6146,529.0733,973.2128,618.0487,710.9771,778.1519999999999,457.9626,1106.905,735.4489,709.2593,1056.771,921.9731,506.8456,170.6819,371.545,261.959,126.1682,51.82291,38.80208,69.01041,37.76041,39.32291,46.875,42.24537,41.087963104248,45.13889,48.32176,85.3588,52.372684478759794,188.3681,188.0787,0.0
2018-05-24 12:39:00,77079,2.486053,48.65451,52.51736,44.2274284362793,619.9074,86.97881,13.25231,16.124129999999997,15.147570000000002,15.08247,51.00916,40.47066,31.575570000000003,2.53488,420.0651,,464.2556,439.5115,2.290878,670.0314,402.3958,891.9862,539.925,974.2053,636.7628,713.0167,776.0419,437.0333,1088.882,733.5989999999999,650.9259,1019.271,890.6092,518.8528,171.7968,367.2065,272.5205,105.1799,51.04166,38.02083,76.04166,37.5,39.322914123535206,46.875,43.11343,41.087963104248,45.13889,49.47917,85.3588,52.662040000000005,191.2616,187.7894,0.0
