timestamp,Unnamed: 0,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status
2018-04-11 09:55:00,14995,2.46441,50.95486,51.2586784362793,44.140625,640.3936,83.42505,13.43316,16.42795,15.33565,15.05353,41.28502,47.9765,32.93081,5.420098,397.3769,,441.6513,445.146,2.347453,623.6651,375.3435,826.307,461.3022,901.6138,588.8204,655.7631,751.4630000000001,495.5235,1170.542,760.9858,703.2407,970.8333,757.0078,566.9351,170.22799999999998,323.8403,248.726,130.6744,55.72916,40.10416,60.41666,40.10416,39.0625,43.48958,41.08796,43.40278,41.95602,41.08796,182.581,72.04861,215.2778,241.8981,0.0
2018-04-11 09:56:00,14996,2.441782,50.95486,51.25868,44.14063,645.6019,82.65776,13.38252,16.42795,15.49479,15.05353,40.72804,48.02451,33.48919,5.610695,400.181,,438.9738,431.0201,2.222067,624.1058,374.4279,822.4149,460.4406,899.5621,587.7974,654.7607,750.7943,525.7207,1148.162,745.2792,699.5369999999999,896.8749,739.9228,558.3307,174.7845,335.0885,253.9841,130.8211,54.6875,39.58333,60.9375,40.10416,39.32291,44.01041,41.66667,43.40278,41.66667,40.79861,186.3426,71.46991,216.1458,245.6597,0.0
2018-04-11 09:57:00,14997,2.460474,51.04166,51.30208,44.22743,627.8936,83.92866,13.34635,16.42795,15.37182,15.16204,41.02427,47.95002,33.14159,5.551729,407.5358,,442.9209,438.4943,2.300076,619.5522,374.0217,823.5657,457.5391,897.9282,585.4185,643.1943,745.9366,478.3984,1137.994,768.4943,686.1111,931.7708,750.8349,557.3552,177.7606,346.1702,254.5226,133.7232,53.64583,39.0625,63.02083,39.58333,39.32291,44.01041,41.95602,43.11343,41.08796,40.798610687255895,187.2106,71.46991,218.1713,247.6852,0.0
2018-04-11 09:58:00,14998,2.445718,50.95486,51.25868,44.2274284362793,639.6991,82.42685999999999,13.41146,16.42795,15.37182,15.05353,40.62917,48.16517,33.36784,5.355023,400.1084,,442.1434,452.3574,2.406551,621.9915,373.7687,829.4658,457.7702,900.0029,585.5177,648.8282,747.5961,472.016,1125.374,751.5168,676.8519,943.7499,703.6721,534.8149,180.4514,355.0429,257.1191,135.3005,52.60416,38.80208,65.625,39.32291,39.0625,44.27083,41.95602,43.11343,41.087963104248,40.798610687255895,184.8958,71.18056,219.9074,248.8426,0.0
2018-04-11 09:59:00,14999,2.459491,50.86805,51.25868,44.2274284362793,641.6666,84.44931,13.43316,16.42795,15.617770000000002,15.08247,41.2412,48.3411,33.13644,5.393607,402.4216,,442.4589,446.6231,2.362693,626.7485,376.0978,828.7646,461.2621,902.4521,591.8495,653.5202,750.8865,489.8059,1136.256,763.2294,650.9259,878.1249,717.6544,537.1466,182.1486,349.2091,257.3489,133.1505,52.34375,38.80208,68.22916,39.0625,39.0625,44.79166,41.95602,42.53472,41.087963104248,40.79861,179.9769,71.18056,221.9329,250.0,0.0
2018-04-11 10:00:00,15000,2.453588,50.99826,51.21527,44.2274284362793,632.1759,81.9972,13.41146,16.42795,15.73351,15.11863,40.46267,48.4663,34.35318,5.589965,400.285,,440.2436,447.8664,2.371827,624.5574,375.6225,822.7949,460.3698,898.7761,587.3702,655.518,748.7093,495.7156,1139.636,747.9133,712.9630000000001,833.3333,710.795,511.9719,178.5861,357.8867,267.3398,143.4327,50.78125,39.32291,71.875,38.28125,39.32291,46.09375,41.95602,42.53472,41.08796,40.50925827026371,179.3981,70.60185,225.4051,250.8681,0.0
2018-04-11 10:01:00,15001,2.453588,50.99826,51.21527,44.2274284362793,632.1759,81.9972,13.41146,16.42795,15.73351,15.11863,40.46267,48.4663,34.35318,5.589965,400.285,,440.2436,447.8664,2.371827,624.5574,375.6225,822.7949,460.3698,898.7761,587.3702,655.518,748.7093,495.7156,1139.636,747.9133,712.9630000000001,833.3333,710.795,511.9719,178.5861,357.8867,267.3398,143.4327,50.78125,39.32291,71.875,38.28125,39.32291,46.09375,41.95602,42.53472,41.08796,40.50925827026371,179.3981,70.60185,225.4051,250.8681,0.0
2018-04-11 10:02:00,15002,2.463426,50.86805,51.30208,44.22743,645.3704,81.67055,13.4838,16.42795,15.29224,15.05353,39.27776,48.82952,34.30745,5.361269,406.6563,,440.7465,434.7892,2.263367,622.9154,373.8395,822.05,459.1227,899.1218,586.2499,652.5219,750.4010000000001,501.6327,1139.821,748.9388,688.4259,974.9999,721.3516,526.4666,176.7285,348.6189,266.3964,144.6433,50.0,40.10416,72.91666,38.0208320617676,39.322914123535206,46.875,41.95602,42.24537,41.66667,40.50925827026371,181.4236,70.8912,227.7199,252.0255,0.0
2018-04-11 10:03:00,15003,2.446702,50.99826,51.25868,44.27083,644.5602,80.65764,13.41146,16.391779999999997,15.56713,15.05353,39.28416,48.49062,34.92672,5.365196,402.1704,,442.8904,455.7563,2.474992,623.7787,374.93,825.665,463.3802,904.6832,593.6373,654.5328,754.0396,496.4844,1124.761,746.9523,662.0369999999999,933.3333,685.1642,514.7389,173.5606,345.3885,264.2453,141.6344,49.73958,39.58333,71.875,37.76041,39.32291,47.13541,41.95602,42.24537,41.66667,40.50925827026371,182.8704,71.18056,228.2986,252.3148,0.0
2018-04-11 10:04:00,15004,2.4614580000000004,50.86805,51.30208,44.2708320617676,627.8936,82.46305,13.447629999999998,16.42795,15.56713,15.11863,38.2611,48.19841,35.14414,5.423123,399.057,,442.462,438.5477,2.284807,623.8937,374.2875,827.8691,459.7217,899.563,589.5087,651.7135,753.4722,516.7949,1148.319,766.4185,656.0185,935.9374,734.8133,503.2715,165.4446,335.7634,260.4596,144.4334,49.73958,39.58333,70.05208,37.760414123535206,39.0625,46.875,41.66667,41.95602,41.95602,40.50925827026371,182.2917,71.18056,227.4306,252.3148,0.0
2018-04-11 10:05:00,15005,2.444734,50.95486,51.3020820617676,44.2708320617676,624.3055,80.60931,13.41869,16.42795,15.29224,15.05353,38.825390000000006,49.03237,34.8824,5.289898,400.0256,,440.9606,440.5735,2.315189,625.1001,375.4841,828.9223,459.44,904.9451,587.7143,650.7109,748.9766,502.684,1159.2089999999998,768.672,687.5,844.2708,724.9362,525.5882,162.2457,328.858,261.7598,154.4984,49.21875,39.32291,68.22916,37.760414123535206,38.80208,46.09375,41.66667,41.95602,42.24537,40.50926,179.9769,72.33796,226.8519,252.3148,0.0
2018-04-11 10:06:00,15006,2.456539,50.99826,51.3020820617676,44.2708320617676,640.7407,82.67685999999999,13.31019,16.42795,15.29224,15.08247,37.45803,48.87555,34.95858,5.241188,401.9464,,441.685,447.9224,2.384476,625.4744,375.7631,826.3094,460.2398,899.8057,586.0366,657.8194,753.2874,517.7243,1154.111,755.0339,673.1481,902.0833,688.2907,490.7052,163.9847,324.1988,261.1213,139.3672,48.4375,39.0625,67.44791,37.76041,39.0625,45.83333,41.66667,41.66667,42.245368957519496,40.79861,179.3981,72.33796,225.4051,253.7616,0.0
2018-04-11 10:07:00,15007,2.448669,50.99826,51.3020820617676,44.2708320617676,638.8889,81.3375,13.38252,16.391779999999997,15.41522,15.08247,38.00769,49.60964,35.394290000000005,5.502989,399.4042,,441.17,436.4649,2.271506,624.1264,374.5549,823.0724,458.2533,900.6929,590.8996,649.9274,750.5682,514.3304,1160.66,761.8795,699.5369999999999,950.5208,712.9363,490.005,165.7214,330.0908,269.6548,141.7962,47.91666,38.28125,66.14583,37.5,39.32291,45.57291,41.95602,41.66667,42.24537,40.798610687255895,178.2407,72.62731,224.2477,253.4722,0.0
2018-04-11 10:08:00,15008,2.456539,51.04166,51.30208,44.2708320617676,636.9213,82.74789,13.41146,16.391779999999997,15.22714,15.11863,38.93123,49.65107,35.470620000000004,5.841908,400.6141,,442.1589,442.2934,2.317945,625.9825,374.2198,826.2588,460.7694,900.1386,589.6264,653.9005,751.138,515.6487,1144.417,750.577,701.3889,940.6249,677.622,486.2745,161.6511,324.6726,259.5435,139.9474,47.39583,37.76041,64.84375,36.97916,39.0625,45.3125,41.95602,41.66667,41.95602,40.798610687255895,175.3472,72.33796,222.8009,252.3148,0.0
2018-04-11 10:09:00,15009,2.454572,51.04166,51.38889,44.27083,631.5972,81.61435,13.38252,16.47135,15.56713,15.11863,40.0227,49.30842,35.40638,5.664721,399.097,,442.0782,436.9315,2.247241,625.5895,374.2332,823.0845,459.5459,902.7537,594.045,650.3035,752.3309,514.4386,1137.859,775.145,713.4259,987.4999,736.5845,510.9976,160.2839,318.8251,259.9839,132.1785,49.21875,37.5,62.23958,36.97916,39.0625,44.79166,41.95602,41.66667,41.956016540527294,40.79861,174.1898,72.33796,218.1713,252.8935,0.0
2018-04-11 10:10:00,15010,2.455556,50.99826,51.30208,44.314240000000005,631.9445,82.12976,13.46933,16.391779999999997,15.49479,15.08247,41.99449,49.465,34.342420000000004,5.290761,401.1903,,441.4096,445.5877,2.350316,624.8104,374.9286,831.0709,460.5081,896.9159,585.9846,651.9837,750.9115,496.7165,1162.866,754.8043,662.0369999999999,985.4166,689.9302,512.425,155.6488,311.2288,253.4111,140.3856,52.34375,37.5,59.63541,37.76041,39.0625,44.27083,41.95602,41.08796,41.956016540527294,41.08796,173.3218,73.49537,215.2778,253.1829,0.0
2018-04-11 10:11:00,15011,2.459491,50.99826,51.38889,44.314235687255895,626.0416,81.86353000000001,13.38252,16.391779999999997,15.45139,15.08247,42.74103,49.37277,34.98175,5.484042,399.8824,,441.1167,442.3257,2.325509,625.4697,374.1175,825.1077,460.5772,939.3683,587.3109,645.94,749.4336,509.5052,1141.932,767.4988,681.0185,1050.521,735.0132,494.9176,154.4813,313.41900000000004,254.5472,133.529,55.98958,37.76041,58.33333,38.28125,39.32291,44.01041,42.24537,41.08796,41.95602,41.08796,173.3218,73.78472,212.3843,252.3148,0.0
2018-04-11 10:12:00,15012,2.454572,50.99826,51.30208,44.314235687255895,635.7639,81.61211,13.34635,16.47135,15.49479,15.16204,42.11805,49.08602,34.493140000000004,5.327401999999999,399.4377,,440.9258,436.5423,2.248835,624.591,374.6678,823.5029,460.5126,938.9597,588.2762,650.9689,749.9429,529.0518,1143.526,743.0779,706.9445,977.6041,675.8134,497.255,160.7531,323.6917,263.8477,130.8011,57.8125,38.80208,59.63541,38.80208,39.32291,43.22916,42.24537,41.08796,41.66667,42.24537,169.2708,73.49537,209.7801,252.3148,0.0
2018-04-11 10:13:00,15013,2.456539,51.04166,51.30208,44.314235687255895,631.5972,82.17251999999999,13.38252,16.42795,15.56713,15.05353,40.68506,48.7816,34.19818,5.198862,398.8052,,441.5835,430.1917,2.225636,626.7829,374.8586,828.1904,457.5704,941.1575,591.0752,647.8674,749.5245,496.5752,1157.235,773.7542,737.9630000000001,1029.688,751.9323,524.3487,158.2814,317.2081,261.7447,126.4446,58.59375,40.36458,61.45833,39.0625,39.0625,42.96875,42.24537,40.79861,41.95602,44.56018,165.2199,72.62731,208.3333,253.4722,0.0
2018-04-11 10:14:00,15014,2.448669,51.08507,51.38889,44.314235687255895,626.9676,80.89548,13.43316,16.391779999999997,15.41522,15.11863,39.7467,49.06301,34.39322,5.215922,400.1812,,441.0288,433.0125,2.226191,623.8458,374.392,825.8772,461.0662,939.8532,596.1275,649.4213,750.8762,487.1548,1137.782,750.3444,687.5,1009.896,719.0964,514.9785,155.7219,315.7396,252.8535,131.2734,57.8125,41.92708,62.5,39.32291,39.0625,42.96875,43.11343,40.79861,41.956016540527294,46.2963,162.6157,72.04861,208.912,254.3403,0.0
2018-04-11 10:15:00,15015,2.459491,51.08507,51.388885498046896,44.314235687255895,629.2824,81.8213,13.41146,16.42795,15.41522,15.08247,39.09368,49.0881,33.5876,5.512087,402.0071,,442.6433,440.4937,2.3054650000000003,625.3580000000001,375.3831,823.1552,461.1326,940.9626,586.1097,656.6834,752.8033,497.1821,1156.902,759.8005,700.9259,965.6249,734.0467,524.4046,150.6048,303.8499,330.1599,128.0334,57.03125,44.01041,63.54166,39.32291,39.32291,43.22916,43.98148,40.79861,41.95602,47.4537,163.1944,71.46991,210.3588,252.8935,0.0
2018-04-11 10:16:00,15016,2.45162,50.99826,51.388885498046896,44.314235687255895,632.9861,80.6667,13.34635,16.42795,15.617770000000002,15.05353,38.85413,48.56557,34.05005,5.466867,400.1179,,440.253,431.1035,2.183562,623.8976,373.1668,829.6139999999999,460.4499,942.0073,601.8384,649.5063,753.3426,517.3519,1133.745,763.574,698.6111,909.3749,730.0346,543.7476,149.3901,303.3781,324.0331,133.4739,56.25,45.3125,63.80208,39.0625,39.58333,43.48958,45.13889,41.08796,41.66667,46.875,165.2199,70.8912,212.963,247.9745,0.0
2018-04-11 10:17:00,15017,2.455556,50.99826,51.388885498046896,44.314235687255895,639.4676,82.10799999999999,13.41146,16.42795,15.37182,15.11863,39.49739,47.95238,34.51425,5.256695,400.538,,441.2471,430.4815,2.2017130000000003,626.3506,374.3646,824.0308,459.2567,943.5852,585.5306,653.3528,756.0821,497.6181,1161.124,765.7484,673.1481,1034.896,732.9117,544.5093,145.4432,297.4908,325.4264,140.5645,55.98958,45.57291,64.32291,39.0625,40.10416,44.01041,45.13889,41.08796,41.08796,46.58565,171.0069,70.60185,214.6991,241.8981,0.0
2018-04-11 10:18:00,15018,2.454572,51.04166,51.38889,44.314235687255895,643.0555,81.45774,13.46933,16.42795,15.37182,15.16204,39.38942,47.26662,35.34114,5.482624,398.8562,,441.3611,444.0182,2.35529,626.2503,375.6181,827.7688,460.5533,939.213,591.6919,651.957,751.8459,486.1155,1146.656,756.5837,662.9630000000001,1002.604,734.5432,541.5261,144.0059,297.45,328.0056,147.2108,55.72916,45.57291,64.32291,38.80208,40.10416,44.27083,45.13889,41.66667,41.08796,46.00694,173.6111,69.7338,216.1458,237.2685,0.0
2018-04-11 10:19:00,15019,2.454572,50.99826,51.43229,44.314235687255895,624.0741,81.46454,13.41146,16.32668,15.41522,15.16927,39.26163,46.96754,35.89167,5.6666620000000005,402.0733,,440.4817,444.9254,2.367491,622.2307,374.6852,824.1383,458.9164,940.7068,587.4886,653.2941,750.8006,492.2903,1132.703,758.9157,673.1481,1030.729,717.8098,537.8319,149.341,292.2847,317.4362,142.32,55.20833,45.3125,65.36458,38.8020820617676,39.58333,44.27083,45.42824,41.08796,41.66667,46.00694,175.3472,68.57639,217.5926,232.6389,0.0
2018-04-11 10:20:00,15020,2.456539,51.04166,51.38889,44.314235687255895,625.8102,81.41023,13.317420000000002,16.42795,15.29224,15.08247,39.38684,47.00051,35.65758,5.603223000000001,398.6987,,441.1844,437.5197,2.257556,624.095,373.4838,825.944,458.4461,939.4808,588.0325,649.8683,747.7103,506.6264,1145.371,766.3589,688.4259,1042.188,758.414,549.4014,152.649,313.1604,334.8714,149.6006,55.20833,44.79166,65.625,38.8020820617676,39.5833320617676,44.79166,47.4537,41.66667,41.66667,45.13889,177.662,68.28703,217.5926,228.8773,0.0
2018-04-11 10:21:00,15021,2.449653,51.08507,51.38889,44.314235687255895,620.2546,81.25719000000001,13.41146,16.47135,15.41522,15.11863,39.89229,46.30993,35.90027,5.700204,400.0588,,441.5672,440.3977,2.299762,623.0936,373.0722,824.8323,460.2774,944.2127,589.6959,651.0637,751.5656,492.6732,1137.663,729.4153,690.7407,938.0208,673.1772,526.4524,156.4389,307.6841,325.4244,139.0904,55.20833,44.79166,66.66666,38.8020820617676,39.5833320617676,45.3125,49.189820000000005,42.24537,41.95602,44.56018,179.1088,69.15509,218.1713,225.9838,0.0
