timestamp,sensor_25,sensor_11,sensor_36,sensor_34,machine_status
2018-06-26 10:00:00,139.5014,36.12814,461.6698,296.7669,0.0
2018-06-26 10:01:00,139.5014,36.12814,461.6698,296.7669,0.0
2018-06-26 10:02:00,139.0644,35.97824,450.8108,299.282,0.0
2018-06-26 10:03:00,136.2506,35.17386,453.5963,299.7958,0.0
2018-06-26 10:04:00,129.7029,34.917120000000004,466.0838,300.8828,0.0
2018-06-26 10:05:00,124.2962,34.24925,454.8017,299.2607,0.0
2018-06-26 10:06:00,124.2962,34.05766,454.8017,299.2607,0.0
2018-06-26 10:07:00,58.04344,33.186820000000004,440.7233,296.6902,0.0
2018-06-26 10:08:00,290.996,33.09929,439.3479,297.9532,0.0
2018-06-26 10:09:00,284.2948,33.8816,446.5901,299.9203,0.0
2018-06-26 10:10:00,290.05,33.772,444.9078,300.433,0.0
2018-06-26 10:11:00,297.5577,34.52306,457.659,301.8768,0.0
2018-06-26 10:12:00,303.1495,34.84149,468.8081,304.031,0.0
2018-06-26 10:13:00,307.531,34.66235,456.7697,308.2095,0.0
2018-06-26 10:14:00,316.914,34.52711,465.0049,312.6733,0.0
2018-06-26 10:15:00,321.5244,34.49495,460.9585,315.1098,0.0
2018-06-26 10:16:00,319.2386,34.19445,464.1553,318.995,0.0
2018-06-26 10:17:00,314.9241,34.65333,466.3041,317.6483,0.0
2018-06-26 10:18:00,313.5941,33.508790000000005,464.3174,320.5356,0.0
2018-06-26 10:19:00,315.4564,33.43284,465.8024,320.7996,0.0
2018-06-26 10:20:00,311.4051,33.37542,491.3207,320.2671,0.0
2018-06-26 10:21:00,312.6521,33.7811,467.33,321.0669,0.0
2018-06-26 10:22:00,311.8605,34.12487,477.2201,320.3222,0.0
2018-06-26 10:23:00,308.655,33.3443,467.2214,320.4457,0.0
2018-06-26 10:24:00,307.2462,32.946459999999995,462.576,319.51,0.0
2018-06-26 10:25:00,306.7418,32.3069,488.3215,320.6706,0.0
2018-06-26 10:26:00,310.23900000000003,32.89889,472.612,321.8045,0.0
2018-06-26 10:27:00,312.508,32.67811,467.2948,322.5249,0.0
2018-06-26 10:28:00,310.0858,32.45588,481.6968,321.709,0.0
2018-06-26 10:29:00,308.4555,32.3661,467.0577,322.2255,0.0
2018-06-26 10:30:00,310.2458,32.459959999999995,467.0733,322.2787,0.0
2018-06-26 10:31:00,310.7067,32.39138,472.2207,322.595,0.0
2018-06-26 10:32:00,312.2017,32.631640000000004,473.4691,322.9653,0.0
2018-06-26 10:33:00,312.3615,32.93916,471.4665,324.6711,0.0
2018-06-26 10:34:00,306.8326,33.4541,485.1843,322.0676,0.0
2018-06-26 10:35:00,304.759,33.28069,472.1621,321.9489,0.0
2018-06-26 10:36:00,307.2166,33.8866,471.506,323.0637,0.0
2018-06-26 10:37:00,310.2865,34.68551,475.2279,323.9072,0.0
2018-06-26 10:38:00,310.0608,34.57335,481.5315,321.7057,0.0
2018-06-26 10:39:00,309.3177,34.865140000000004,483.6043,321.7484,0.0
2018-06-26 10:40:00,310.7827,34.315220000000004,470.8799,323.3046,0.0
2018-06-26 10:41:00,313.4616,34.3597,479.4676,322.7644,0.0
2018-06-26 10:42:00,312.4448,33.51462,475.7387,323.7191,0.0
2018-06-26 10:43:00,311.9514,33.09129,468.8287,323.4138,0.0
2018-06-26 10:44:00,310.4604,32.08908,476.121,322.5612,0.0
2018-06-26 10:45:00,305.4795,32.44605,470.653,322.6877,0.0
2018-06-26 10:46:00,316.2211,32.4255,472.6024,324.6972,0.0
2018-06-26 10:47:00,307.468,32.87607,472.5628,326.3456,0.0
2018-06-26 10:48:00,303.9556,33.5812,472.4615,325.6215,0.0
2018-06-26 10:49:00,302.5004,33.69461,483.7999,325.34,0.0
2018-06-26 10:50:00,297.427,33.43085,480.6247,325.3196,0.0
2018-06-26 10:51:00,295.7516,33.61457,485.8249,325.5468,0.0
2018-06-26 10:52:00,293.313,34.39707,478.5102,325.2468,0.0
2018-06-26 10:53:00,297.3939,33.5391,486.1275,326.8441,0.0
2018-06-26 10:54:00,295.1407,33.31488,474.7628,325.8996,0.0
2018-06-26 10:55:00,299.146,33.35521,481.1696,326.7895,0.0
2018-06-26 10:56:00,299.8903,33.15976,480.9523,326.5117,0.0
2018-06-26 10:57:00,306.7628,32.65863,477.338,327.2156,0.0
2018-06-26 10:58:00,310.097,32.65863,487.8185,325.9454,0.0
2018-06-26 10:59:00,314.931,32.76319,487.0842,324.2536,0.0
2018-06-26 11:00:00,323.5599,33.28173,472.4284,324.2729,0.0
2018-06-26 11:01:00,323.5599,33.28173,472.4284,324.2729,0.0
2018-06-26 11:02:00,322.5443,32.38064,476.142,324.9442,0.0
2018-06-26 11:03:00,323.8251,32.674609999999994,474.1405,324.0219,0.0
2018-06-26 11:04:00,323.5081,32.672470000000004,471.4842,324.5656,0.0
2018-06-26 11:05:00,317.5257,31.991190000000003,468.6407,322.0444,0.0
2018-06-26 11:06:00,317.0583,32.38087,472.5382,325.9766,0.0
2018-06-26 11:07:00,321.6236,31.94507,477.9625,326.1603,0.0
2018-06-26 11:08:00,321.9719,32.177890000000005,472.2465,325.1034,0.0
2018-06-26 11:09:00,319.8687,32.60435,481.4157,325.5434,0.0
2018-06-26 11:10:00,320.0481,32.428670000000004,476.469,326.4104,0.0
2018-06-26 11:11:00,321.3427,32.85667,472.2443,326.1672,0.0
2018-06-26 11:12:00,320.9491,32.73102,471.3367,325.4333,0.0
2018-06-26 11:13:00,323.1104,32.99409,473.1332,326.4019,0.0
2018-06-26 11:14:00,318.1036,31.46611,471.9881,325.8703,0.0
2018-06-26 11:15:00,317.7163,31.62688,484.768,324.6413,0.0
2018-06-26 11:16:00,320.8947,32.20599,475.8668,326.0921,0.0
2018-06-26 11:17:00,320.2597,32.45568,485.2711,325.7539,0.0
2018-06-26 11:18:00,320.8957,32.01432,474.8155,326.045,0.0
2018-06-26 11:19:00,318.7589,31.11049,481.1339,325.9242,0.0
2018-06-26 11:20:00,316.9172,29.28633,487.6316,324.9801,0.0
2018-06-26 11:21:00,316.0274,30.83375,484.1001,324.7847,0.0
2018-06-26 11:22:00,316.3867,30.9253,474.6606,325.8882,0.0
2018-06-26 11:23:00,318.7208,30.75271,474.5777,327.42400000000004,0.0
2018-06-26 11:24:00,320.5721,30.69599,475.1136,326.5542,0.0
2018-06-26 11:25:00,321.6582,30.23467,478.2678,327.7794,0.0
2018-06-26 11:26:00,319.0808,31.09645,475.3436,326.9742,0.0
2018-06-26 11:27:00,321.3063,30.43851,479.431,327.3585,0.0
2018-06-26 11:28:00,323.5288,30.00938,474.286,327.7113,0.0
2018-06-26 11:29:00,323.6582,30.15065,473.6776,327.0169,0.0
2018-06-26 11:30:00,324.4026,26.28919,481.8411,327.4404,0.0
2018-06-26 11:31:00,325.8822,30.86425,475.5696,328.5576,0.0
2018-06-26 11:32:00,327.67900000000003,31.36286,478.8401,327.3664,0.0
2018-06-26 11:33:00,327.5155,31.51743,474.8561,327.0818,0.0
2018-06-26 11:34:00,329.8345,31.57965,475.5706,327.4625,0.0
2018-06-26 11:35:00,329.6505,31.25628,478.622,328.0977,0.0
2018-06-26 11:36:00,327.0128,29.06496,482.6277,327.0477,0.0
2018-06-26 11:37:00,323.9446,31.97025,478.8788,325.535,0.0
2018-06-26 11:38:00,325.1001,31.975590000000004,475.6954,326.4702,0.0
2018-06-26 11:39:00,327.8663,30.02828,487.386,325.9729,0.0
2018-06-26 11:40:00,324.7451,29.811120000000003,482.6862,327.6201,0.0
2018-06-26 11:41:00,326.2606,32.13926,475.7321,327.3648,0.0
2018-06-26 11:42:00,327.0365,32.83351,476.443,327.302,0.0
2018-06-26 11:43:00,326.7493,32.30891,483.0612,327.9955,0.0
2018-06-26 11:44:00,326.298,32.98253,493.6954,326.8591,0.0
2018-06-26 11:45:00,326.2553,33.65835,481.9866,328.3571,0.0
2018-06-26 11:46:00,320.9684,32.82338,477.4853,326.7872,0.0
2018-06-26 11:47:00,323.4356,33.162859999999995,478.355,326.326,0.0
2018-06-26 11:48:00,324.1528,31.3477,482.7278,327.4991,0.0
2018-06-26 11:49:00,325.4852,32.23333,477.2328,328.042,0.0
2018-06-26 11:50:00,323.1678,32.85992,479.3006,328.7045,0.0
2018-06-26 11:51:00,319.5095,32.67518,480.0177,327.6958,0.0
2018-06-26 11:52:00,318.0566,32.50694,477.2026,327.1095,0.0
2018-06-26 11:53:00,317.498,32.908559999999994,472.3505,329.0889,0.0
2018-06-26 11:54:00,314.1587,32.74773,488.2904,327.2137,0.0
2018-06-26 11:55:00,315.9944,33.19215,472.0453,326.7547,0.0
2018-06-26 11:56:00,314.8868,32.776920000000004,479.6379,329.0065,0.0
2018-06-26 11:57:00,314.5644,32.62495,477.1955,327.7543,0.0
2018-06-26 11:58:00,316.1874,31.963990000000003,482.4294,328.0613,0.0
2018-06-26 11:59:00,318.8869,31.47069,486.2101,328.4639,0.0
