timestamp,Unnamed: 0,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status
2018-07-07 12:11:00,140411,2.409317,44.96527,51.432289123535206,43.92361,627.4305,95.86762,13.92506,15.90712,15.11863,15.05353,50.68979,51.04652,24.644070000000003,0.4753894,420.5612,,463.8043,447.1206,2.356601,665.2325,398.7017,879.4141,532.7731,1091.111,629.2697,755.2106,949.8318,491.2269,1050.217,543.4582,674.074,1033.854,950.219,535.1907,288.3554,570.1183,617.6177,44.86467,59.89583,38.28125,86.97916,40.88541,37.5,48.69791,48.03241,38.7731475830078,43.11343,43.98148,138.0208,58.4490737915039,208.912,194.1551,0.0
2018-07-07 12:12:00,140412,2.397512,45.00868,51.432289123535206,44.01041,633.4491,95.67289,13.93229,15.90712,15.147570000000002,15.11863,50.61359,50.81212,25.28413,0.4839301,420.9793,,465.3131,463.1531,2.5453650000000003,664.9887,400.3051,880.2725,535.2496,1094.637,629.7659,762.7666,954.7442,527.0933,1055.719,551.0407,678.7037,1024.479,981.493,544.9437,288.5961,570.0073,618.4011,55.31403,60.15625,40.36458,95.57291,41.40625,37.76041,51.82291,47.4537,38.7731475830078,43.98148,44.56018,133.6806,58.44906999999999,207.1759,193.5764,0.0
2018-07-07 12:13:00,140413,2.405382,44.96527,51.43229,44.010414123535206,626.1573,96.44181,13.96846,15.91435,15.147570000000002,15.05353,50.06579,50.49944,26.11352,0.5192337,420.2595,,463.4886,461.5517,2.509555,668.7864,399.5712,877.0699,534.1925,1088.808,625.7816,761.0025,947.9437,550.3399,1043.313,579.0455,668.5185,989.5833,957.2849,535.6931,287.0073,555.028,619.7361,47.66397,59.11458,40.88541,99.21875,41.40625,38.0208320617676,53.90625,46.2963,38.7731475830078,44.849540000000005,44.849540000000005,128.7616,58.15971999999999,204.5718,192.9977,0.0
2018-07-07 12:14:00,140414,2.396528,44.96527,51.5191,44.010414123535206,620.3704,93.93485,13.90336,15.91435,15.29224,15.08247,49.16897,50.34925,26.217240000000004,0.5444348000000001,420.2595,,463.4886,461.5517,2.509555,668.7864,399.5712,877.0699,534.1925,1088.808,625.7816,761.0025,947.9437,550.3399,1043.313,579.0455,668.5185,989.5833,957.2849,535.6931,287.0073,555.028,619.7361,47.66397,58.33333,41.40625,97.39583,40.625,38.28125,54.94791,46.00694,38.77315,46.00694,44.849540000000005,123.2639,58.1597213745117,202.5463,192.7083,0.0
2018-07-07 12:15:00,140415,2.405382,45.00868,51.47569,44.010414123535206,623.1481,95.63213,13.9974,15.83478,15.11863,15.08247,47.88096,49.86927,26.5781,0.5839139,420.3916,,462.4495,456.9304,2.473512,670.0192,399.6009,879.8956,532.5676,1096.597,628.5930000000001,764.2545,952.459,564.6534,1069.36,580.6669,698.6111,951.5624,938.8581,549.5169,291.4307,568.7855,609.8563,63.07743000000001,57.03125,42.96875,93.48958,40.10416,38.28125,54.94791,45.42824,39.0625,46.58565,44.56018,118.3449,58.1597213745117,200.2315,191.5509,0.0
2018-07-07 12:16:00,140416,2.410301,44.96527,51.5191,44.010414123535206,629.0509,96.82826,13.92506,15.90712,15.03906,15.05353,47.65631,49.41417,26.55643,0.5931218,421.7479,,463.8514,458.0235,2.500938,668.6772,400.4998,882.0425,533.1224,1084.612,630.0011,760.5711,952.1983,494.255,1050.321,531.4482,667.5926,1043.75,938.1743,518.5447,287.6714,575.6102,617.6188,72.29127,55.20833,44.53125,88.28125,39.32291,38.28125,53.38541,45.13889,39.0625,47.4537,44.56018,113.4259,58.15971999999999,198.206,190.9722,0.0
2018-07-07 12:17:00,140417,2.400463,44.96527,51.47569,44.010414123535206,623.8426,97.07555,13.96123,15.90712,15.11863,15.05353,47.15836,49.14509,26.00637,0.5828605,420.17,,461.3241,457.4682,2.504737,664.8992,400.5521,879.5691,533.7827,1088.52,623.5992,757.9227,950.236,521.8801,1052.488,553.1207,652.3148,963.0208,941.028,523.1299,291.4286,573.0803,612.1241,69.95451,53.90625,45.3125,82.29166,39.0625,38.80208,51.82291,44.849540000000005,39.35185,48.03241,44.56018,108.7963,57.8703689575195,196.4699,189.8148,0.0
2018-07-07 12:18:00,140418,2.404398,44.92188,51.6059,44.010414123535206,627.0833,97.88131,13.88165,15.82031,15.22714,15.11863,47.06798,49.05105,26.23559,0.6154234000000001,420.9756,,464.3769,459.9809,2.514197,662.5405,399.8926,884.1821,532.6436,1089.06,627.1711,757.6672,950.1687,516.7845,1051.781,531.2216,663.8889,987.4999,941.8148,525.9935,294.059,580.1188,609.3101,42.10699,53.125,45.3125,78.38541,39.0625,39.0625,49.73958,44.56018,39.35185,48.90046,43.98148,105.3241,57.58102,193.8657,188.3681,0.0
2018-07-07 12:19:00,140419,2.401447,44.96527,51.5191,44.010414123535206,633.5648,97.21999,13.9974,15.85648,15.18374,15.08247,46.57563,48.31841,25.49232,0.6197055,420.7708,,464.1875,461.8986,2.5241580000000003,664.7056,399.2423,880.8986,535.2230000000001,1092.687,628.28,760.4069999999999,950.0109,505.6174,1066.4,546.3048,674.074,985.4166,942.6987,502.2128,297.8347,592.8275,609.4072,31.48406,51.82291,44.79166,78.64583,38.28125,38.80208,48.17708,43.98148,39.6412,49.189820000000005,43.98148,102.7199,57.00232,191.5509,188.6574,0.0
2018-07-07 12:20:00,140420,2.401447,45.00868,51.6059,44.010414123535206,630.3241,97.43436,13.896120000000002,15.95052,15.45139,15.11863,47.0351,47.78017,25.501520000000003,0.6474761,421.4864,,463.8371,456.6173,2.482758,666.0379,400.1057,881.3849,534.1796,1091.208,627.3907,760.3895,953.5189,516.8353,1058.454,554.0369999999999,683.3333,978.6458,931.1874,508.33,298.8311,591.2485,612.7782,6.547723,50.78125,44.27083,82.29166,38.02083,38.28125,47.91666,43.98148,40.21991,48.90046,43.69213,101.2731,57.00232,191.2616,190.1042,0.0
