timestamp,sensor_25,sensor_11,sensor_36,sensor_34,machine_status
2018-07-23 02:00:00,738.9454,49.13232,824.6198,334.9859,0.0
2018-07-23 02:01:00,738.9454,49.13232,824.6198,334.9859,0.0
2018-07-23 02:02:00,739.5341,49.24572,817.1743,343.0612,0.0
2018-07-23 02:03:00,741.6594,49.45835,798.2039,354.7603,0.0
2018-07-23 02:04:00,740.2698,49.87501,798.3317,357.72900000000004,0.0
2018-07-23 02:05:00,738.8515,53.03444,795.1333,359.3867,0.0
2018-07-23 02:06:00,735.1895,49.64041,787.7346,362.0671,0.0
2018-07-23 02:07:00,734.1456,50.0717,801.664,358.9062,0.0
2018-07-23 02:08:00,736.5074,49.00326,825.1293,363.0231,0.0
2018-07-23 02:09:00,740.6552,48.94737,810.5467,371.3931,0.0
2018-07-23 02:10:00,739.4271,48.85428,814.7191,374.7128,0.0
2018-07-23 02:11:00,739.6667,48.03876,826.1926,376.6179,0.0
2018-07-23 02:12:00,738.0417,48.1005,818.1696,373.094,0.0
2018-07-23 02:13:00,741.2793,48.1005,828.0483,372.4616,0.0
2018-07-23 02:14:00,740.5331,49.77536,817.025,366.2636,0.0
2018-07-23 02:15:00,741.0281,49.7061,833.8712,368.2144,0.0
2018-07-23 02:16:00,740.4263,48.83477,825.6703,362.0416,0.0
2018-07-23 02:17:00,740.5963,49.49102,818.3632,356.16,0.0
2018-07-23 02:18:00,740.6671,49.69016,822.785,356.9722,0.0
2018-07-23 02:19:00,742.3938,50.0489,831.3362,365.7975,0.0
2018-07-23 02:20:00,741.6173,48.6004,821.5299,375.7949,0.0
2018-07-23 02:21:00,740.3486,48.532340000000005,817.0815,370.6024,0.0
2018-07-23 02:22:00,740.5361,49.7942,827.0574,376.5617,0.0
2018-07-23 02:23:00,741.6562,49.22874,813.0308,364.8354,0.0
2018-07-23 02:24:00,737.5107,46.48023,812.5977,361.5837,0.0
2018-07-23 02:25:00,739.3502,47.891490000000005,816.4111,359.3297,0.0
2018-07-23 02:26:00,737.1529,46.62449,823.6179,362.916,0.0
2018-07-23 02:27:00,738.0458,45.24471,837.9166,369.7935,0.0
2018-07-23 02:28:00,739.6969,45.62278,826.3709,367.3087,0.0
2018-07-23 02:29:00,738.7233,47.63247,822.4811,367.1759,0.0
2018-07-23 02:30:00,740.8588,46.64649,825.4865,351.2589,0.0
2018-07-23 02:31:00,740.8588,48.187,825.4865,351.2589,0.0
2018-07-23 02:32:00,739.0317,46.70357,846.0299,334.5488,0.0
2018-07-23 02:33:00,736.5965,46.39106,828.6304,323.4399,0.0
2018-07-23 02:34:00,739.9745,48.93063,820.6847,328.3827,0.0
