timestamp,groupname,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,machine_status
2022-09-01 08:30:00,2-6,44.047447204589844,49.58744812011719,40.059696197509766,629.9764404296875,81.89002990722656,14.249789237976074,16.036527633666992,15.528962135314941,15.052433967590332,44.68126678466797,45.4112663269043,32.36614990234375,7.283806324005127,418.38592529296875,463.4521484375,453.0957336425781,2.5872247219085693,662.1229858398438,397.5171203613281,881.6542358398438,530.9388427734375,1078.33642578125,621.9580078125,750.9774169921875,940.312255859375,492.2557678222656,1082.91552734375,579.0283203125,699.3600463867188,1009.8330688476562,917.42333984375,517.4700927734375,245.55282592773438,555.9424438476562,560.7404174804688,34.51525115966797,52.436580657958984,38.654075622558594,67.33226776123047,35.108055114746094,35.57257080078125,43.52776336669922,41.407554626464844,40.4472770690918,48.255287170410156,44.98545837402344,121.10723876953125,48.081974029541016,0.0
2022-09-01 08:31:00,2-6,44.219459533691406,49.628604888916016,40.55716323852539,630.0238647460938,84.64923095703125,14.236800193786621,16.197343826293945,15.405416488647461,15.33355712890625,46.445743560791016,45.30522537231445,33.38675308227539,7.840309143066406,414.4261474609375,464.3931579589844,452.8654479980469,2.4594459533691406,661.8220825195312,399.1173400878906,880.59619140625,531.330322265625,1080.3863525390625,630.5405883789062,750.9310302734375,946.1099853515625,520.5692138671875,1087.466796875,586.4232177734375,694.3613891601562,970.7340698242188,948.0073852539062,527.9048461914062,247.94088745117188,559.429443359375,600.8762817382812,33.205684661865234,50.20751190185547,37.85182189941406,70.66694641113281,35.792999267578125,35.675514221191406,43.7313346862793,41.84386444091797,40.866798400878906,47.974971771240234,48.287010192871094,124.54910278320312,47.46669006347656,0.0
2022-09-01 08:32:00,2-6,44.4088020324707,49.13913345336914,41.07390213012695,627.987548828125,85.10429382324219,14.2759370803833,16.03461456298828,15.958930969238281,15.150824546813965,46.74563980102539,44.19650650024414,34.10523986816406,7.344794273376465,418.7695007324219,466.6242370605469,458.40093994140625,2.4989142417907715,664.9111328125,398.1794738769531,874.2293701171875,531.9973754882812,1080.3270263671875,623.165771484375,750.4749755859375,939.8435668945312,513.9051513671875,1077.908447265625,587.8209228515625,675.4255981445312,994.2407836914062,941.6688842773438,517.093505859375,272.946044921875,555.06005859375,569.1677856445312,36.310882568359375,51.250099182128906,37.69190979003906,74.98101043701172,36.73455810546875,36.1641731262207,44.35674285888672,40.88639450073242,40.91280746459961,46.745059967041016,45.842979431152344,140.8249053955078,48.66872787475586,0.0
2022-09-01 08:33:00,2-6,43.90625762939453,48.8978271484375,40.783782958984375,629.0112915039062,83.46981811523438,14.345210075378418,16.092004776000977,15.725858688354492,15.062446594238281,46.02637481689453,47.68059539794922,31.585582733154297,8.444628715515137,418.9903869628906,460.35382080078125,454.15679931640625,2.516462564468384,663.1658935546875,399.83856201171875,877.6161499023438,530.2479248046875,1077.3970947265625,626.1643676757812,745.2686767578125,941.1452026367188,522.1057739257812,1043.798583984375,576.2950439453125,671.9485473632812,939.3431396484375,937.7733154296875,519.2411499023438,265.44195556640625,543.4136962890625,596.708251953125,43.903953552246094,51.892723083496094,35.81389617919922,64.50273132324219,35.8288688659668,34.869415283203125,45.735443115234375,41.59864807128906,43.23256301879883,49.25422668457031,46.58385467529297,121.89683532714844,48.439456939697266,0.0
2022-09-01 08:34:00,2-6,44.2004508972168,48.63505554199219,41.368961334228516,634.3347778320312,84.60183715820312,14.301798820495605,16.115402221679688,15.715566635131836,15.048396110534668,47.196800231933594,45.716400146484375,33.053646087646484,7.216257572174072,417.3336181640625,467.6501770019531,458.3524169921875,2.434548854827881,663.9959106445312,398.36346435546875,880.1126098632812,532.984130859375,1078.02490234375,625.3655395507812,748.16845703125,936.773681640625,508.895751953125,1064.7607421875,599.4884033203125,696.3880004882812,1004.3936767578125,912.3932495117188,526.7455444335938,248.74795532226562,542.4166259765625,609.5199584960938,35.02904510498047,48.50444793701172,35.80677032470703,77.47979736328125,35.43423843383789,35.11998748779297,42.97798156738281,40.03289794921875,40.669803619384766,48.57802963256836,45.136539459228516,137.79539489746094,49.29003143310547,0.0
2022-09-01 08:35:00,2-6,44.40427017211914,48.86237335205078,41.17583465576172,633.0779418945312,83.34571838378906,14.151775360107422,16.164257049560547,15.816665649414062,15.059924125671387,46.88823699951172,46.153221130371094,31.865249633789062,6.910986423492432,416.3957824707031,461.6174621582031,453.1839294433594,2.4891648292541504,665.2825317382812,399.46978759765625,877.1419067382812,532.5667114257812,1077.495849609375,626.9681396484375,750.7974853515625,938.846435546875,521.2504272460938,1083.6163330078125,589.8460083007812,674.5648803710938,970.656005859375,975.1633911132812,526.2606811523438,260.7696533203125,551.61767578125,608.2739868164062,37.311161041259766,50.67192077636719,38.38914108276367,72.43131256103516,36.05386734008789,34.78032302856445,44.52862548828125,41.347267150878906,41.88117980957031,50.55364990234375,46.18595504760742,134.20562744140625,47.897491455078125,0.0
2022-09-01 08:36:00,2-6,44.048702239990234,49.20702362060547,40.88856887817383,635.2549438476562,85.01954650878906,14.191604614257812,16.071033477783203,15.682714462280273,14.940995216369629,46.7192497253418,45.32704162597656,31.311220169067383,7.912976264953613,415.83392333984375,464.0429382324219,456.45782470703125,2.4518251419067383,662.9063720703125,397.8179931640625,879.4942016601562,530.4000854492188,1075.8365478515625,627.9644775390625,752.206787109375,947.7645263671875,536.49560546875,1073.48583984375,557.5048828125,683.9696044921875,997.3336181640625,870.3536376953125,525.4702758789062,261.0595703125,557.9583740234375,607.7891845703125,42.755435943603516,50.60716247558594,36.988487243652344,66.29653930664062,35.53052520751953,35.23175048828125,44.36573028564453,40.89938735961914,39.96691131591797,47.09062957763672,44.88036346435547,127.16903686523438,48.42423629760742,0.0
2022-09-01 08:37:00,2-6,44.48152160644531,48.99677276611328,40.87841796875,635.2034912109375,85.13090515136719,14.125540733337402,16.123971939086914,15.787222862243652,15.23694133758545,44.39041519165039,44.55363464355469,31.453052520751953,7.734598636627197,414.14373779296875,463.19256591796875,455.0581970214844,2.501627206802368,663.8609619140625,399.1515808105469,878.5877685546875,531.6660766601562,1075.06396484375,629.0220947265625,747.7549438476562,936.0120849609375,510.0028076171875,1059.6719970703125,584.0040893554688,692.927001953125,949.6028442382812,911.5079345703125,519.0374755859375,256.2721862792969,561.8082275390625,590.1326293945312,36.477970123291016,51.44962692260742,36.63114929199219,71.54751586914062,35.59693908691406,35.134647369384766,45.07380294799805,41.25807189941406,40.709999084472656,49.8282356262207,44.58552551269531,128.13035583496094,48.23896408081055,0.0
2022-09-01 08:38:00,2-6,44.06873321533203,48.06482696533203,40.472068786621094,632.8150024414062,84.19635009765625,14.336057662963867,16.206945419311523,15.580945014953613,15.165247917175293,47.63288116455078,43.951595306396484,31.447542190551758,7.538132190704346,418.23114013671875,465.25970458984375,459.9190979003906,2.5646424293518066,664.9058837890625,398.884765625,879.3236083984375,533.5460205078125,1078.0029296875,627.4299926757812,745.52294921875,944.03076171875,506.4864501953125,1042.5968017578125,569.1199951171875,671.095458984375,969.155029296875,900.2802124023438,523.490966796875,269.0617980957031,549.1549682617188,578.3764038085938,40.80574417114258,49.19373321533203,37.302162170410156,74.7740249633789,36.56541061401367,35.28190994262695,43.19587326049805,42.25537872314453,40.60322189331055,47.9468994140625,45.925235748291016,130.5090789794922,49.571067810058594,0.0
2022-09-01 08:39:00,2-6,44.254608154296875,49.27123260498047,41.00270080566406,630.3958129882812,84.10240173339844,14.223640441894531,16.003206253051758,15.722071647644043,14.999436378479004,46.13465881347656,45.18553924560547,32.73458480834961,7.720372676849365,418.5755310058594,459.30462646484375,458.6783752441406,2.4969024658203125,663.3379516601562,398.51416015625,874.8784790039062,533.1617431640625,1075.6944580078125,627.3867797851562,752.786865234375,942.083984375,522.8072509765625,1061.8665771484375,590.5728149414062,680.5869750976562,948.0182495117188,923.207275390625,525.6410522460938,257.14324951171875,541.4679565429688,570.0872802734375,41.166255950927734,50.37953186035156,38.27405548095703,71.89563751220703,34.38839340209961,35.22576904296875,45.01475524902344,42.14350891113281,40.145748138427734,47.75968551635742,44.313194274902344,120.12791442871094,46.69248962402344,0.0
